business_name,business_city,business_state,business_postal_code,inspection_id,inspection_score,lowest_score,violation_description
94970 Field Club Bistro,San Francisco,CA,94107,94970_20190719,92.0,55,Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature.
94972 Field Club Level Kitchen,San Francisco,CA,94107,94972_20180326,96.0,70,Moderate risk food holding temperature.
94972 Field Club Level Kitchen,San Francisco,CA,94107,94972_20180911,96.0,63,Foods not protected from contamination.
94972 Field Club Level Kitchen,San Francisco,CA,94107,94972_20190412,90.0,51,Unapproved or unmaintained equipment or utensils. Insufficient hot water or running water. Inadequately cleaned or sanitized food contact surfaces.
94972 Field Club Level Kitchen,San Francisco,CA,94107,94972_20190719,83.0,30,Inadequately cleaned or sanitized food contact surfaces. Foods not protected from contamination. High risk food holding temperature. Unclean or degraded floors walls or ceilings.
94974 Press Dining & Kitchen In-Seat Service,San Francisco,CA,94107,94974_20180326,94.0,64,Inadequate ventilation or lighting. Moderate risk food holding temperature.
94974 Press Dining & Kitchen In-Seat Service,San Francisco,CA,94107,94974_20190412,98.0,75,Other low risk violation.
94976 Warehouse Kitchen (Inside Main Warehouse),San Francisco,CA,94107,94976_20180326,90.0,59,Moderate risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Foods not protected from contamination.
94976 Warehouse Kitchen (Inside Main Warehouse),San Francisco,CA,94107,94976_20190412,92.0,59,Inadequately cleaned or sanitized food contact surfaces. Unclean or degraded floors walls or ceilings. Low risk vermin infestation.
94976 Warehouse Kitchen (Inside Main Warehouse),San Francisco,CA,94107,94976_20190719,96.0,70,Moderate risk food holding temperature.
94977 Portables 2 Carvery/BBQ,San Francisco,CA,94107,94977_20180911,96.0,62,Inadequate and inaccessible handwashing facilities.
94980 Orlandos' Caribbean BBQ,San Francisco,CA,94107,94980_20190412,96.0,62,Moderate risk food holding temperature.
94981 Portables 2 McCovey's BBQ,San Francisco,CA,94107,94981_20180326,96.0,63,Inadequately cleaned or sanitized food contact surfaces.
94981 Portables 2 McCovey's BBQ,San Francisco,CA,94107,94981_20180911,96.0,62,Inadequate and inaccessible handwashing facilities.
94981 Portables 2 McCovey's BBQ,San Francisco,CA,94107,94981_20190412,96.0,61,Moderate risk food holding temperature.
94982 Crazy Crab'z Food Cart,San Francisco,CA,94107,94982_20180326,96.0,51,Moderate risk food holding temperature.
94982 Crazy Crab'z Food Cart,San Francisco,CA,94107,94982_20180911,96.0,61,Moderate risk food holding temperature.
94982 Crazy Crab'z Food Cart,San Francisco,CA,94107,94982_20190719,98.0,72,Wiping cloths not clean or properly stored or inadequate sanitizer.
94983 Chowder House,San Francisco,CA,94107,94983_20180326,96.0,64,Improper thawing methods.
94983 Chowder House,San Francisco,CA,94107,94983_20190412,98.0,90,Improper storage of equipment utensils or linens.
95000 Derby Grill Stand,San Francisco,CA,94107,95000_20180326,86.0,69,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities. Improper or defective plumbing. Inadequately cleaned or sanitized food contact surfaces.
95000 Derby Grill Stand,San Francisco,CA,94107,95000_20190719,96.0,60,Insufficient hot water or running water.
95040 Portables 9 Doggie Diner Cart,San Francisco,CA,94107,95040_20180326,89.0,7,Inadequate and inaccessible handwashing facilities. High risk food holding temperature.
95040 Portables 9 Doggie Diner Cart,San Francisco,CA,94107,95040_20190412,98.0,97,Unapproved or unmaintained equipment or utensils.
95059 Portables Say Hey Sausage,San Francisco,CA,94107,95059_20180911,98.0,89,Wiping cloths not clean or properly stored or inadequate sanitizer.
95059 Portables Say Hey Sausage,San Francisco,CA,94107,95059_20190719,98.0,83,Low risk vermin infestation.
95071 Portable 1 Doggie Diner,San Francisco,CA,94107,95071_20180326,96.0,63,Inadequate and inaccessible handwashing facilities.
95071 Portable 1 Doggie Diner,San Francisco,CA,94107,95071_20180911,93.0,12,High risk food holding temperature.
95079 Juma Ventures - Commissary Section 5307,San Francisco,CA,94107,95079_20180326,98.0,87,Unapproved or unmaintained equipment or utensils.
95093 Popcorn Stand,San Francisco,CA,94107,95093_20180326,96.0,71,Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer.
95100 P-17 Nacho/Beer Cart,San Francisco,CA,94107,95100_20190412,96.0,79,No thermometers or uncalibrated thermometers. Unapproved or unmaintained equipment or utensils.
95100 P-17 Nacho/Beer Cart,San Francisco,CA,94107,95100_20190719,96.0,70,Moderate risk food holding temperature.
95102 Portable Edsel FordFong Cart,San Francisco,CA,94107,95102_20180411,96.0,52,Foods not protected from contamination.
95102 Portable Edsel FordFong Cart,San Francisco,CA,94107,95102_20190412,96.0,59,Inadequately cleaned or sanitized food contact surfaces.
95107 Portable 4 Chicago Dog/Roasted Peanut Cart,San Francisco,CA,94107,95107_20180326,93.0,7,No hot water or running water.
95107 Portable 4 Chicago Dog/Roasted Peanut Cart,San Francisco,CA,94107,95107_20180911,96.0,57,Moderate risk food holding temperature.
95113 3rd Base Pantry,San Francisco,CA,94107,95113_20180326,92.0,65,Inadequate and inaccessible handwashing facilities. Foods not protected from contamination.
95113 3rd Base Pantry,San Francisco,CA,94107,95113_20180911,96.0,94,Improper food storage. Unclean or degraded floors walls or ceilings.
95113 3rd Base Pantry,San Francisco,CA,94107,95113_20190412,96.0,52,Insufficient hot water or running water.
95117 Premium Commissary Room,San Francisco,CA,94107,95117_20190412,98.0,75,Unapproved or unmaintained equipment or utensils.
95117 Premium Commissary Room,San Francisco,CA,94107,95117_20190719,89.0,29,Foods not protected from contamination. High risk vermin infestation.
95118 Portables 3  Da Poke-Man,San Francisco,CA,94107,95118_20190719,98.0,76,Unapproved or unmaintained equipment or utensils.
95136 Nacho Cart Portable 13,San Francisco,CA,94107,95136_20190412,93.0,12,No hot water or running water.
95142 Portable 13 Popcorn Cart,San Francisco,CA,94107,95142_20190412,98.0,87,Unclean or degraded floors walls or ceilings.
95160 Outtahere Cheese Steak,San Francisco,CA,94107,95160_20180411,98.0,97,Wiping cloths not clean or properly stored or inadequate sanitizer.
95160 Outtahere Cheese Steak,San Francisco,CA,94107,95160_20180911,98.0,97,Wiping cloths not clean or properly stored or inadequate sanitizer.
95160 Outtahere Cheese Steak,San Francisco,CA,94107,95160_20190412,96.0,56,Foods not protected from contamination.
95160 Outtahere Cheese Steak,San Francisco,CA,94107,95160_20190719,96.0,51,Inadequately cleaned or sanitized food contact surfaces.
95190 Wilile Mays Plaza Bar,San Francisco,CA,94107,95190_20180326,96.0,61,Inadequate and inaccessible handwashing facilities.
95190 Wilile Mays Plaza Bar,San Francisco,CA,94107,95190_20180911,96.0,53,Inadequately cleaned or sanitized food contact surfaces.
95190 Wilile Mays Plaza Bar,San Francisco,CA,94107,95190_20190412,94.0,56,Inadequately cleaned or sanitized food contact surfaces. Low risk vermin infestation.
95194 Doggie Diner Cart,San Francisco,CA,94107,95194_20180326,96.0,59,Foods not protected from contamination.
95201 Zach's Deli,San Francisco,CA,94107,95201_20180326,89.0,31,Moderate risk food holding temperature. Unclean hands or improper use of gloves.
95202 Mission Street Nacho Cart,San Francisco,CA,94107,95202_20180326,93.0,32,No hot water or running water.
95202 Mission Street Nacho Cart,San Francisco,CA,94107,95202_20190719,96.0,61,Moderate risk food holding temperature.
95206 King Street Carvery (Soup) Cart,San Francisco,CA,94107,95206_20180326,96.0,70,Inadequate and inaccessible handwashing facilities.
95212 Doggie Diner,San Francisco,CA,94107,95212_20180326,92.0,68,Inadequate warewashing facilities or equipment. No thermometers or uncalibrated thermometers. Inadequately cleaned or sanitized food contact surfaces.
95212 Doggie Diner,San Francisco,CA,94107,95212_20190412,96.0,62,Moderate risk food holding temperature.
95219 Doggie Diner,San Francisco,CA,94107,95219_20180326,96.0,54,Moderate risk food holding temperature.
95219 Doggie Diner,San Francisco,CA,94107,95219_20180911,92.0,56,Insufficient hot water or running water. Moderate risk food holding temperature.
95219 Doggie Diner,San Francisco,CA,94107,95219_20190719,93.0,8,High risk food holding temperature.
95222 - V-4 King Street Carvery (Cart),San Francisco,CA,94107,95222_20180326,96.0,61,Inadequate and inaccessible handwashing facilities.
95224 Doggie Diner,San Francisco,CA,94107,95224_20180326,96.0,75,Unapproved or unmaintained equipment or utensils. No thermometers or uncalibrated thermometers.
95224 Doggie Diner,San Francisco,CA,94107,95224_20190719,100.0,39,High risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer.
95228 The Carvery,San Francisco,CA,94107,95228_20190412,96.0,62,Inadequately cleaned or sanitized food contact surfaces.
95229 Outta Here Cheesesteak,San Francisco,CA,94107,95229_20190719,93.0,18,Unclean hands or improper use of gloves.
95231 Doggie Diner Cart,San Francisco,CA,94107,95231_20180326,92.0,51,Moderate risk food holding temperature. Inadequate and inaccessible handwashing facilities.
95232 Say Hey Sausage Cart,San Francisco,CA,94107,95232_20180326,96.0,59,Moderate risk food holding temperature.
95232 Say Hey Sausage Cart,San Francisco,CA,94107,95232_20190719,93.0,11,No hot water or running water.
95239 Popcorn Cart,San Francisco,CA,94107,95239_20180326,96.0,64,Inadequate and inaccessible handwashing facilities.
95245 Doggie Diner/Taqueria,San Francisco,CA,94107,95245_20180326,92.0,65,Improper thawing methods. Moderate risk food holding temperature.
95245 Doggie Diner/Taqueria,San Francisco,CA,94107,95245_20190412,92.0,65,Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces.
95246 Main Warehouse Storage & Walk-in Boxes,San Francisco,CA,94107,95246_20180326,93.0,29,High risk vermin infestation.
95246 Main Warehouse Storage & Walk-in Boxes,San Francisco,CA,94107,95246_20190412,92.0,53,Moderate risk vermin infestation. Foods not protected from contamination.
95247 Doggie Diner,San Francisco,CA,94107,95247_20180326,92.0,59,Improper or defective plumbing. Inadequately cleaned or sanitized food contact surfaces. Improper food storage.
95250 C&C Concessions/View Level Vending Room,San Francisco,CA,94107,95250_20180326,94.0,67,Unclean or degraded floors walls or ceilings. Insufficient hot water or running water.
95252 C&C Concessions/Portable 331 Lemonade Snack Cart,San Francisco,CA,94107,95252_20180326,96.0,98,Improper storage of equipment utensils or linens. Wiping cloths not clean or properly stored or inadequate sanitizer.
95253 C&C Concessions/Portable 142 Lemonade Cart,San Francisco,CA,94107,95253_20180911,93.0,34,No hot water or running water.
95305 C&C Concessions/Portable 214 Lemonade Snack Cart,San Francisco,CA,94107,95305_20190719,96.0,54,Inadequate and inaccessible handwashing facilities.
95310 C&C Concessions/Portable 318 Lemonade Snack Cart,San Francisco,CA,94107,95310_20190719,89.0,6,Inadequately cleaned or sanitized food contact surfaces. No hot water or running water.
95312 C&C Concessions/Portable 311 Lemonade Snack Cart,San Francisco,CA,94107,95312_20190719,85.0,34,Inadequate and inaccessible handwashing facilities. No hot water or running water. Inadequately cleaned or sanitized food contact surfaces.
95313 C&C Concessions/Main Vending Commissary Room,San Francisco,CA,94107,95313_20180911,98.0,77,Improper or defective plumbing.
95313 C&C Concessions/Main Vending Commissary Room,San Francisco,CA,94107,95313_20190719,93.0,32,High risk food holding temperature.
A B C MARKET,San Francisco,CA,94110,4920_20170328,96.0,74,Improper storage of equipment utensils or linens. Improper food storage.
A B C MARKET,San Francisco,CA,94110,4920_20170914,96.0,58,Inadequately cleaned or sanitized food contact surfaces.
A B C MARKET,San Francisco,CA,94110,4920_20180604,96.0,62,Inadequately cleaned or sanitized food contact surfaces.
A Desi Cafe,San Francisco,CA,94112,83644_20180314,79.0,10,Foods not protected from contamination. Inadequate and inaccessible handwashing facilities. Improper thawing methods. Unclean or degraded floors walls or ceilings. Improper cooling methods.
A La Turca,San Francisco,CA,94109,2110_20170814,74.0,11,Wiping cloths not clean or properly stored or inadequate sanitizer. Improper cooling methods. Inadequate warewashing facilities or equipment. Inadequate and inaccessible handwashing facilities. High risk food holding temperature. Foods not protected from contamination.
